,,ARI,Silhouette,DBI,CHI,n_clusters
iris,Custom Affinity,1.0,0.34403711310460444,0.798254442017487,161.54914439075503,21
iris,Sklearn Affinity,1.0,0.34403711310460444,0.798254442017487,161.54914439075506,21
ai_global_index,Custom Affinity,0.18961398413296196,-0.02808132893212401,2.1117922581462745,14.499861726541356,11
ai_global_index,Sklearn Affinity,0.18961398413296196,0.16780344959497392,1.619608869959765,15.36132661190854,2
global_earthquake,Custom Affinity,0.9670919735361213,0.6097632759833751,0.5526495491288576,2607.9610718656213,14
global_earthquake,Sklearn Affinity,0.9670919735361213,0.6179988129718271,0.549390226315239,2705.7356129224518,15
