,,Adjusted Rand Index (ARI),Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index,Homogeneity,Completeness,V-Measure,Number of Clusters
iris,Custom BIRCH,0.1964141113660143,0.5610501299936979,0.6506105017603327,233.64847921628424,0.3353432991091101,0.3372624967158322,0.33630015981574607,2
iris,Sklearn BIRCH,1.0,0.34412193965947524,0.9633895971884648,110.11497973015699,1.0,1.0,1.0,2
ai_global_index,Custom BIRCH,0.002152635296491877,0.5645056719161807,0.3120488998125755,8.94575677984356,0.01710840292737395,0.14352022342893056,0.030572406255935176,2
ai_global_index,Sklearn BIRCH,1.0,0.19595480058765985,1.843474706627417,14.552205532898403,1.0,1.0,1.0,2
global_earthquake,Custom BIRCH,-0.0037615965290984537,0.2929872277653569,1.5616048758841374,142.7630762608937,0.12830154098326663,0.05720451539984226,0.07912871008203973,3
global_earthquake,Sklearn BIRCH,1.0,0.28552524046519295,1.0736673517801099,111.62160180865249,1.0,1.0,1.0,3
